N_stages,St_len_min,K_nb_max,N_cl_max,Cl_cen,Ward_dist,Cen_dist,Silh,Cal-Har,Dav-Bold,St_edges
5,25,10,15,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,10,15,mode,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,10,15,mean,2534.2902369332614,8.984427915838932,0.039766793544038004,4.308360509748495,5.441411330253192,"[0, 38, 130, 172, 316, 357]"
6,25,10,15,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,10,15,mode,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,10,15,mean,2270.4013903265063,9.27347986327319,0.034699912105665254,3.9516611090700935,5.5281928939026805,"[0, 38, 130, 172, 285, 323, 357]"
7,25,10,15,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,10,15,mode,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,10,15,mean,2733.003140510933,11.208506986647969,0.039516422866328206,4.700804707510762,4.371958743242571,"[0, 38, 111, 141, 172, 285, 323, 357]"
8,25,10,15,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,15,mode,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,15,mean,2936.2149168824335,12.03571854484527,0.04270987173637216,5.144411153499922,4.163119183096538,"[0, 38, 111, 141, 168, 205, 285, 323, 357]"
9,25,10,15,med,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,15,mode,2648.275193709236,12.470182019059122,0.020558288529513247,4.675823374347619,3.7729813896585136,"[0, 30, 41, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,15,mean,2495.7470863612625,11.963014788496746,0.04585070317352721,4.429421684369351,4.201793063605829,"[0, 30, 42, 111, 141, 168, 205, 285, 323, 357]"
10,25,10,15,med,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,15,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,15,mean,2428.715975553673,12.067728547832317,0.04547473756137359,4.419181689488377,4.192640875994427,"[0, 30, 42, 91, 114, 141, 168, 205, 285, 323, 357]"
11,25,10,15,med,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,10,15,mode,1976.7275235646998,12.620162379593824,0.018995478532034933,3.6351753902402377,3.7707940137177487,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 286, 323, 357]"
11,25,10,15,mean,2023.6625159914572,12.452995813968517,0.041815513537907786,3.7118259000032383,3.981834480397044,"[0, 30, 42, 91, 114, 141, 162, 170, 205, 285, 323, 357]"
12,25,10,15,med,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,10,15,mode,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,10,15,mean,1942.436468501779,12.966918985460147,0.03817644509440289,3.6015948225687358,3.6495737536727635,"[0, 30, 42, 91, 114, 141, 162, 170, 205, 276, 286, 323, 357]"
13,25,10,15,med,6046.913117210989,27.96821253468633,0.1517835279004975,12.328517128564302,2.8483169832989397,"[0, 30, 41, 44, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,10,15,mode,6046.913117210989,27.96821253468633,0.1517835279004975,12.328517128564302,2.8483169832989397,"[0, 30, 41, 44, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,10,15,mean,6039.433535788626,27.777957908869237,0.15359253776098694,12.273571934668334,2.876612901502121,"[0, 30, 41, 44, 91, 114, 141, 162, 170, 205, 276, 286, 323, 357]"
3,25,10,20,med,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,10,20,mode,5542.402688142826,11.411956620606507,0.04935626575361124,9.741404062214745,4.654381482388091,"[0, 141, 323, 357]"
3,25,10,20,mean,4186.5105255369535,9.36601129469281,0.041371073252255204,7.2286144188839,5.266917366950111,"[0, 119, 315, 357]"
4,25,10,20,med,4296.4335729872955,10.679173463151587,0.03352083563124098,7.281243275020029,4.742815490372055,"[0, 41, 142, 323, 357]"
4,25,10,20,mode,4319.738194960512,10.972234836465894,0.04336972334120929,7.357570490360948,4.626063093284925,"[0, 30, 141, 323, 357]"
4,25,10,20,mean,3421.6622787837364,9.299686251928327,0.02645850796608762,5.639712388149241,5.145667617873672,"[0, 40, 151, 315, 357]"
5,25,10,20,med,4083.360543912173,12.409847086399276,0.05806301190301104,7.095318673320806,3.813602755740776,"[0, 41, 141, 170, 323, 357]"
5,25,10,20,mode,4088.8140434316856,12.63392795552706,0.06958181353899087,7.160398566943664,3.717497384240363,"[0, 30, 141, 170, 323, 357]"
5,25,10,20,mean,2508.961830274749,8.83819165473892,0.038544382341983444,4.259462597546315,5.568476987629019,"[0, 38, 129, 174, 315, 357]"
6,25,10,20,med,3081.940718260224,11.339092330575065,0.046594063691759814,5.306207659374171,4.394867075628237,"[0, 41, 141, 170, 286, 323, 357]"
6,25,10,20,mode,3086.303517875834,11.518357025877291,0.05580910500054369,5.358271574272458,4.317982778427906,"[0, 30, 141, 170, 286, 323, 357]"
6,25,10,20,mean,2275.1652287948195,9.151786103955025,0.03307771145597784,3.9917664137838003,5.6596941408583605,"[0, 38, 129, 174, 283, 323, 357]"
7,25,10,20,med,3251.2314910124646,12.55212461152999,0.04715529398448512,5.606155344567945,3.951685445911252,"[0, 41, 115, 141, 170, 286, 323, 357]"
7,25,10,20,mode,3129.397505074856,12.426640126842889,0.051286741141577864,5.474530101951835,3.9931799480715076,"[0, 30, 115, 141, 170, 286, 323, 357]"
7,25,10,20,mean,2616.927480838713,10.83558680401759,0.03683635334148969,4.502135940048213,4.511838501351138,"[0, 38, 111, 141, 174, 283, 323, 357]"
8,25,10,20,med,3157.3134553240566,12.656120055444102,0.04567462329604871,5.460843637860947,3.9255735189231102,"[0, 41, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,20,mode,3052.8843245203925,12.548561925712301,0.04921586371641391,5.3480220013328506,3.9611402350604727,"[0, 30, 115, 141, 170, 204, 286, 323, 357]"
8,25,10,20,mean,2936.689421469649,12.00985238614093,0.04236279521237834,5.15454468394259,4.1867198068675195,"[0, 38, 111, 141, 168, 204, 283, 323, 357]"
9,25,10,20,med,2771.0639795372244,12.149315055554219,0.04660234385310488,4.943680092260071,4.15144136793184,"[0, 41, 85, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,20,mode,2745.9704568469315,12.210464984764306,0.04841476717272645,4.926733242492866,4.065550493953097,"[0, 30, 89, 115, 141, 170, 204, 286, 323, 357]"
9,25,10,20,mean,2795.0778014475427,12.168315989786043,0.04727727419779508,5.0194701116876335,4.14080044912487,"[0, 37, 84, 114, 141, 168, 204, 283, 323, 357]"
10,25,10,20,med,2382.837654604673,11.942722319481431,0.022816271247259864,4.350909499260106,4.024574222434904,"[0, 30, 41, 85, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,20,mode,2378.6374811588353,11.997642625169043,0.02218120039745437,4.341986808577348,3.9833679851802426,"[0, 30, 41, 89, 115, 141, 170, 204, 286, 323, 357]"
10,25,10,20,mean,2436.159439523284,11.894358054300335,0.04534136815377933,4.441842651031271,4.327099819932202,"[0, 30, 42, 84, 114, 141, 168, 204, 283, 323, 357]"
11,25,10,20,med,2285.5237589080216,12.608331982246936,0.02128498435283349,4.224492392252471,3.62720436991325,"[0, 30, 41, 85, 115, 141, 170, 204, 276, 286, 323, 357]"
11,25,10,20,mode,2281.7436028067677,12.657760257365787,0.02071342058800854,4.216461970637988,3.5901187563840558,"[0, 30, 41, 89, 115, 141, 170, 204, 276, 286, 323, 357]"
11,25,10,20,mean,2199.623843387698,11.828300354980174,0.03736994297840086,4.004815123446536,4.174121629229104,"[0, 30, 42, 84, 114, 141, 168, 204, 273, 286, 323, 357]"
12,25,10,20,med,1928.6159540270628,13.118741817444201,0.018470347751963177,3.5926178679755427,3.466333815426164,"[0, 30, 41, 85, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,10,20,mode,1925.1794484804684,13.163676613006793,0.01795074432939504,3.5853174846896496,3.4326196213087146,"[0, 30, 41, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
12,25,10,20,mean,1861.6139730643483,12.214707036631076,0.034836891513270046,3.419888121261218,3.97799809720423,"[0, 30, 42, 84, 114, 141, 162, 170, 204, 273, 286, 323, 357]"
13,25,10,20,med,1951.0717282773937,13.569968598386758,0.020333627255340728,3.574067903182953,3.22896632515411,"[0, 30, 41, 73, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,10,20,mode,1951.0717282773937,13.569968598386758,0.020333627255340728,3.574067903182953,3.22896632515411,"[0, 30, 41, 73, 89, 115, 141, 164, 170, 204, 276, 286, 323, 357]"
13,25,10,20,mean,1806.5343222310014,12.410996195044651,0.032148856563094,3.3210200539029366,3.831254626988605,"[0, 30, 42, 73, 88, 114, 141, 162, 170, 204, 273, 286, 323, 357]"
